Actual_GPP,Predicted_GPP_Optimized,Predicted_GPP_Linregress
-9999.0,-1902.3435676128365,-2107.2802924660455
-9999.0,-1918.0523600811193,-2076.014930760756
-9999.0,-1558.2873155398463,-1946.8687676465563
-9999.0,-493.7355843747947,-1780.2703846640452
-9999.0,-1451.7332734228987,-2003.0485859289952
-9999.0,-503.7129960517856,-1817.0489768260727
-9999.0,-603.8146294169313,-1792.3331974403065
-9999.0,-2036.030082167439,-2133.3885921255
-9999.0,-1213.0045912583705,-1920.4198849910763
-9999.0,-1791.3419129540525,-2011.8028298960924
-9999.0,-1942.3343564697007,-2033.5022391943087
-9999.0,-1913.2539054229358,-2071.781921058763
-9999.0,-1907.6815481429076,-2084.0286939852786
-9999.0,-1718.5753393641312,-2045.0201942240767
-9999.0,-2178.1353601011547,-2109.203404322013
-9999.0,-2031.7964361683257,-2091.768430633872
-9999.0,-1769.859989462735,-2018.2851289712687
-9999.0,-1611.4322389476204,-2023.3656691768906
-9999.0,-1803.7833214394825,-1989.9750349411647
-9999.0,-2225.8644016116746,-2096.07277939518
-9999.0,-2255.8510072391027,-2061.163199629162
-9999.0,-2085.9451497085083,-2073.127781173709
-9999.0,-1945.0965253803768,-2029.007293154818
-9999.0,-1458.9162075755662,-1921.7719560633443
-9999.0,-2011.4680421979433,-1994.038962789271
-9999.0,-2139.720576468802,-1958.454018826478
-9999.0,-1855.8476508677352,-1982.906236179975
-9999.0,-1779.6685926407265,-1958.469156604352
-9999.0,-1672.9418163474752,-1910.4583034947339
-9999.0,-1557.215720454716,-1990.5598588429223
-9999.0,-1798.5977665071696,-1971.6791519406138
-9999.0,-2349.401728183556,-1984.97445932583
-9999.0,-2055.0565437513606,-1966.1138382399336
-9999.0,-2102.39565954556,-2022.6724882696187
-9999.0,-2031.402558506012,-1940.3723684558834
-9999.0,-1966.541500358145,-1972.3399534218274
-9999.0,-2057.0318621749166,-2030.864424251207
-9999.0,-1232.1323553198063,-1849.5220547080805
-9999.0,-1513.004727955405,-1925.791980145262
-9999.0,-1568.4195665629295,-1888.9709666021563
-9999.0,-2127.5819240421815,-2002.633226436719
-9999.0,-2251.048206804212,-1998.7700227296086
-9999.0,-2099.8487541921195,-1976.679211267301
-9999.0,-2103.772354791954,-1998.4901930448248
-9999.0,-1945.1544693369663,-1950.8806581014537
-9999.0,-2294.648283420922,-2039.5705464288492
-9999.0,-2274.496293202484,-1920.231769111977
-9999.0,-2436.9180986791384,-2053.117742509011
-9999.0,-2527.1294057294713,-2061.888509643891
-9999.0,-2357.1023832103074,-1924.0259258693345
-9999.0,-1674.5855470127417,-1897.2375487093364
-9999.0,-1968.958653981675,-1965.942560555198
-9999.0,-2129.695954347367,-1937.382269259007
-9999.0,-2304.9411919500344,-2029.3726625120132
-9999.0,-2328.131967298144,-1973.9524981792238
-9999.0,-2197.669707441383,-2020.2716440481088
-9999.0,-2400.228317536684,-2036.66917041405
-9999.0,-2471.661785809509,-2008.959409286113
-9999.0,-2235.077987176586,-2018.559150762288
-9999.0,-2141.2218099924407,-1947.8267809386348
-9999.0,-2182.841123366589,-2009.824282205292
-9999.0,-2146.161430934009,-1947.8616673580361
-9999.0,-2290.861751842633,-2005.1521020118275
-9999.0,-2229.8030529008606,-2005.6103182972274
-9999.0,-2102.7260283425444,-1969.0666977058931
-9999.0,-2073.0742901495046,-1991.3731696783748
-9999.0,-1823.2475115762627,-1944.9794888074402
-9999.0,-1869.2547131250676,-1977.2260871116168
-9999.0,-1892.4994752978394,-1915.2035176874515
-9999.0,-1447.9831280694705,-1873.9052069843042
-9999.0,-1274.1646368220088,-1832.4118411094682
-9999.0,-1489.1167507972007,-1845.713395885572
-9999.0,-1903.5065729792193,-1946.2073736194347
-9999.0,-1879.7712486402477,-1905.9514093421228
-9999.0,-1539.2158954293748,-1851.9584261025832
-9999.0,-1838.8092340468115,-1967.089728212501
-9999.0,-1990.798955565466,-1923.9984380661535
-9999.0,-2047.4599868626203,-1961.1594445146998
-9999.0,-2071.1219125587477,-1996.5652765313293
-9999.0,-1985.6623643661235,-1961.3548168885761
-9999.0,-2426.689151198948,-2026.629862627576
-9999.0,-2304.9322650051463,-2062.7465823189227
-9999.0,-2415.083974480855,-2046.9272435945436
-9999.0,-2071.0698321686273,-2057.2785180305136
-9999.0,-1710.6142301253312,-1894.5325109501484
-9999.0,-1183.4287072345514,-1850.2156152449606
-9999.0,-1369.810930662994,-1866.9691682139216
-9999.0,-1300.9557438828697,-1860.6849972539715
-9999.0,-1924.1289261192244,-1964.9713780618042
-9999.0,-1909.0834582623286,-1941.6304111818436
-9999.0,-1787.2740670778742,-1927.4812152844795
-9999.0,-1903.733415037655,-1934.201126561686
-9999.0,-1843.1599894077508,-1892.2412965303236
-9999.0,-2123.033674105695,-1960.5713620429483
-9999.0,-2276.394797379044,-1939.0008755411955
-9999.0,-2277.901813616069,-1951.4004287389832
-9999.0,-2448.5122727618455,-1938.0001552064628
-9999.0,-2902.312223382243,-2026.474358807646
-9999.0,-2804.092082571156,-2136.0320507299266
-9999.0,-2381.8522892355772,-2192.865453319404
-9999.0,-2957.298096330281,-2026.670005307066
-9999.0,-2677.29276033412,-2028.973329984231
-9999.0,-2452.1669662320683,-2139.0275626295606
-9999.0,-2383.3005050951547,-2203.8183812183543
-9999.0,-2313.1748219764268,-2130.774360697308
-9999.0,-2200.6383074434902,-1969.7769596068001
-9999.0,-2124.5610556756187,-2078.322202512293
-9999.0,-1967.6435037726844,-1991.6713882400143
-9999.0,-2253.0889980550214,-1933.4837170782596
-9999.0,-2465.8003958612207,-2200.548938131182
-9999.0,-2511.480136980361,-2138.186771775466
-9999.0,-2071.6780099665198,-2049.0602042914393
-9999.0,-1806.2866325860755,-1909.875016748199
-9999.0,-1943.370521581938,-2050.955821542017
-9999.0,-1717.3780342570712,-1913.5873388559464
-9999.0,-1867.3845604581845,-1919.8427089337983
-9999.0,-2058.869415005855,-2146.165618956473
-9999.0,-2083.05923390106,-2154.440959093731
-9999.0,-2020.9433583919315,-2103.0757686656725
-9999.0,-2396.3220940483006,-1993.6808003896745
-9999.0,-2310.224789261502,-2212.3744201937607
-9999.0,-2081.9021348666943,-2211.874356237453
-9999.0,-2451.535948939553,-2083.1256773658465
-9999.0,-2157.5290356793867,-2132.0948568892427
-9999.0,-2344.8412481586834,-2018.1166961195695
-9999.0,-2083.1458522283597,-2259.0721282777495
-9999.0,-2271.8144427287566,-2132.1726652483403
-9999.0,-1953.7710136624303,-1905.252693419239
-9999.0,-2215.9103573075186,-2044.4148073180272
-9999.0,-2123.630230492233,-2212.9340812463365
-9999.0,-2192.904734282271,-2176.0268134746593
-9999.0,-2037.2838651928732,-2252.9082088657474
-9999.0,-1893.1755519337205,-2223.2131657067653
-9999.0,-2013.8649458048665,-2216.8256766975996
-9999.0,-1993.4861452413531,-2154.8978558197505
-9999.0,-1856.7479857364187,-2035.8870665233624
-9999.0,-2201.9861539986673,-2074.590130801049
-9999.0,-2189.3035583293126,-2146.4334390307463
-9999.0,-2076.884480385326,-2183.4701813229726
-9999.0,-2246.4330751047223,-2014.3226818834985
-9999.0,-2084.44652117776,-2271.906582583833
-9999.0,-2085.157501058091,-2031.8440083000976
-9999.0,-1978.2585488654463,-2252.04570105594
-9999.0,-2193.631088508078,-2217.54586842535
-9999.0,-2072.573085498562,-2051.880982448449
-9999.0,-1903.6388667019216,-2289.5970629661715
-9999.0,-1816.18897494035,-2296.935574423694
-9999.0,-1988.9374325820781,-2296.362009597125
-9999.0,-2001.1651711534976,-2289.652926711521
-9999.0,-2173.774308133381,-2302.7179427047604
-9999.0,-2106.414658314089,-2219.8670300170916
-9999.0,-1830.7969931124876,-2034.6244182955772
-9999.0,-1969.9111829217884,-1989.67617558071
-9999.0,-2182.128375514795,-1978.0699972293748
-9999.0,-2168.791447056263,-2123.012774156473
-9999.0,-1992.6101044485197,-2309.572616745668
-9999.0,-2152.9692256303038,-2013.487536307907
-9999.0,-1666.8010691917937,-1929.9238483786867
-9999.0,-2133.6777690846916,-2346.749902011325
-9999.0,-2063.588609654843,-2348.434773589567
-9999.0,-2208.0950046361836,-2067.232047266778
-9999.0,-2013.5051578762839,-2301.133253103401
-9999.0,-1938.8323550940524,-2185.7328140615764
-9999.0,-2152.729814837658,-2352.406539403381
-9999.0,-2148.7765683055254,-1980.2363507195394
-9999.0,-2186.5563052250536,-2190.180370242792
-9999.0,-2102.067164197723,-2308.12513220504
-9999.0,-2168.2078313386633,-2425.180005205918
-9999.0,-2273.018385474388,-2415.5451783717426
-9999.0,-1978.4578479630347,-2020.9709830923587
-9999.0,-1667.5616357629228,-1936.7259179776527
-9999.0,-2057.0230092883417,-2376.5147470878737
-9999.0,-2160.11616916814,-2393.14331989357
-9999.0,-2301.7226502356652,-2411.0888479102796
-9999.0,-2319.297842053691,-2456.84013108545
-9999.0,-2324.726584508478,-2417.254837898309
-9999.0,-2101.1147619472167,-2204.1946731380635
-9999.0,-1262.917066355677,-1874.617930886077
-9999.0,-1665.3391572976434,-1950.3405624674415
-9999.0,-1933.7654802367472,-2034.3993719021867
-9999.0,-1961.6042064929366,-2057.299867430616
-9999.0,-1535.417341251547,-1948.2957231172963
-9999.0,-1981.473350362499,-2146.5325143064097
-9999.0,-2080.763083708379,-2491.6817942054477
-9999.0,-2265.2258196010366,-2576.831903022982
-9999.0,-2369.1854080682233,-2496.8160925244993
-9999.0,-2289.9470072292193,-2288.115057618262
-9999.0,-2203.383660341543,-2106.369034257154
-9999.0,-1535.433708979739,-1974.8369746104797
-9999.0,-1370.7751801677398,-1938.532161949895
-9999.0,-2462.255882481708,-2444.0884456470785
-9999.0,-2208.395196492215,-2394.8701360781256
-9999.0,-1905.9950368877132,-2153.2450114608428
-9999.0,-2232.003630683228,-2672.77175700263
-9999.0,-1708.6453201189088,-1980.625835669464
-9999.0,-818.454087179908,-1852.1757319298972
-9999.0,-1923.3732663798703,-2133.4092206145865
-9999.0,-2194.254890825038,-2446.508504004606
-9999.0,-2246.0772877045997,-2160.4660535678872
-9999.0,-2260.083846970706,-2488.4449414941428
-9999.0,-2377.6746700673907,-2598.0142465236304
-9999.0,-2322.2812933678715,-2425.654687914272
-9999.0,-1035.7211960948187,-1872.3313595550048
-9999.0,-2075.548021839916,-2260.7598502374585
-9999.0,-2265.3018174600325,-2354.2494294594753
-9999.0,-2389.346363162484,-2604.0197887573854
-9999.0,-2278.4482699755094,-2417.035462255604
-9999.0,-2158.567343513912,-2297.993396759388
-9999.0,-2461.2742698732113,-2616.2983145334592
-9999.0,-2410.9363458387834,-2572.5480967526482
-9999.0,-2182.2884705418574,-2285.82381785407
-9999.0,-1769.242504528637,-2103.405592632131
-9999.0,-2348.430489102442,-2450.820216218952
-9999.0,-1863.8552420003798,-2123.4374133746014
-9999.0,-2557.403502964066,-2639.801714886266
-9999.0,-2334.2185882653016,-2731.5618109214515
-9999.0,-2247.625123986999,-2428.2411320687715
-9999.0,-2331.395455011353,-2434.317279893379
-9999.0,-2220.791963194413,-2343.7759679972537
-9999.0,-2351.4617244464757,-2346.484239429721
-9999.0,-2406.2976524048995,-2669.571974215755
-9999.0,-2560.632783031082,-2721.951883786466
-9999.0,-2543.3251708355956,-2614.1052418087834
-9999.0,-2643.5042401378887,-2623.072809921051
-9999.0,-2466.051461322645,-2673.4155370530675
-9999.0,-1980.2085719407075,-2156.33918405821
-9999.0,-2207.2800594673513,-2322.6076511874303
-9999.0,-2405.4413682490544,-2716.3223063578157
-9999.0,-2389.2741714471513,-2759.7384542995687
-9999.0,-2239.5813004591464,-2569.7414065541834
-9999.0,-1276.9062154761102,-1908.1170532531205
-9999.0,-1982.9369965424673,-2186.52811855896
-9999.0,-2247.653071141101,-2650.389122160038
-9999.0,-2207.8394844454,-2262.4882197067145
-9999.0,-2001.0359497389109,-2200.3209082336075
-9999.0,-1473.220276626674,-2005.965334601853
-9999.0,-874.1061231092687,-1913.745245830982
-9999.0,-1753.638662428579,-2187.640328454873
-9999.0,-2063.5541500078175,-2463.58662688353
-9999.0,-1370.9162201490099,-2050.256070640382
-9999.0,-2303.746979189032,-2512.551024471025
-9999.0,-2100.0617062731826,-2276.0745622723316
-9999.0,-1553.459141907655,-1988.2146173762878
-9999.0,-1276.7884340858022,-1995.1375415184484
-9999.0,-2335.648742921862,-2692.134752700218
-9999.0,-2327.8015644484826,-2619.7752474377153
-9999.0,-2290.059397553568,-2427.181072188583
-9999.0,-2142.1131340362454,-2260.275494755618
-9999.0,-2252.330347034902,-2803.8258683384274
-9999.0,-2350.7834234785196,-2822.2394374563805
-9999.0,-2103.4904575077658,-2744.3414052264625
-9999.0,-2372.732238502691,-2510.4100418045255
-9999.0,-2433.984190988699,-2512.5374767255626
-9999.0,-2292.948423337349,-2299.41667688295
-9999.0,-2821.9447743252276,-2631.533110693729
-9999.0,-1943.9179180328956,-2602.311239719416
-9999.0,-1963.9031125984893,-2616.5217346108716
-9999.0,-1949.382932404554,-2650.4464756582584
-9999.0,-1773.7944700853814,-2171.292575630038
-9999.0,-2222.183321419124,-2390.492617636701
-9999.0,-2100.7857698008643,-2324.3553493646673
-9999.0,-1790.6289080710385,-2934.0544902355814
-9999.0,-1404.3329106251917,-2892.7666746417462
-9999.0,-2298.236326783006,-2469.696329408107
-9999.0,-2337.329398690851,-2766.8810732918455
-9999.0,-1964.691682881782,-2808.294202019149
-9999.0,-1762.622644034836,-2711.4760579939466
-9999.0,-1833.6842634713882,-2522.8920810281097
-9999.0,-1807.4074737975661,-2309.570749132443
-9999.0,-2151.652687082514,-2734.821953662795
-9999.0,-2069.3300131910223,-2744.374975532991
-9999.0,-2153.4361627473345,-2201.7048113005835
-9999.0,-2131.761481675018,-2398.7338286329327
-9999.0,-1691.2389608907733,-2795.152921106877
-9999.0,-1964.1932232132397,-2119.289197580897
-9999.0,-1957.2525499464427,-2847.5942207561475
-9999.0,-1690.0361010594343,-2817.162200544985
-9999.0,-1965.8420112146293,-2405.174112923339
-9999.0,-1275.997059498945,-2030.3807137949575
-9999.0,-2239.06249438719,-2498.239794482135
-9999.0,-1939.9412904993528,-2323.0454145315407
-9999.0,-1960.5899922608019,-2233.161118887903
-9999.0,-2923.5905762760026,-2504.399473098903
-9999.0,-2547.3045584795755,-2602.4948670595695
-9999.0,-2193.838395404493,-2747.0640910095963
-9999.0,-1883.0185623800642,-2318.7780040768853
-9999.0,-1436.0142052313565,-2088.481677317434
-9999.0,-1747.660280766866,-2758.7152104583556
-9999.0,-1674.89768382765,-2740.5087926004353
-9999.0,-2009.424791793773,-2725.1414924159744
-9999.0,-1859.5787953087224,-2255.5020109446696
-9999.0,-1948.8885535345023,-2625.272212304677
-9999.0,-2164.956206626874,-2541.268236523378
-9999.0,-2334.0510608505315,-2610.845066686216
-9999.0,-2112.0209626557817,-2666.1981498845835
-9999.0,-1938.162300890389,-2340.33588178794
-9999.0,-1920.40107167473,-2387.8002963624717
-9999.0,-1936.8967906018302,-2635.079213992977
-9999.0,-2109.6492745212577,-2547.7309139988342
-9999.0,-2314.1838198868813,-2523.998343203031
-9999.0,-2008.8080097546888,-2555.297385595388
-9999.0,-2331.8624735965514,-2498.5320400017217
-9999.0,-2425.2644427207183,-2613.741598168297
-9999.0,-2338.398455029739,-2594.137434006181
-9999.0,-1452.9872435587852,-2022.3855622843007
-9999.0,-1355.3070172404134,-2043.8315499342057
-9999.0,-2322.847216193639,-2496.6174830511445
-9999.0,-2131.4978318806106,-2631.7298481117823
-9999.0,-2196.809891041761,-2448.038328959777
-9999.0,-1690.9030637089645,-2577.5845005437795
-9999.0,-2034.7356085095785,-2554.6159872466533
-9999.0,-2127.153499938334,-2442.28698979097
-9999.0,-1664.5804786373685,-2371.544005605454
-9999.0,-1742.7695863948597,-2142.9145369399935
-9999.0,-1548.4382306194232,-2150.1791978243677
-9999.0,-2134.7748260729945,-2575.4637553316606
-9999.0,-2280.3301116569583,-2461.9631022057265
-9999.0,-2250.1639945941856,-2544.499648193156
-9999.0,-2163.6127877986883,-2535.597750417724
-9999.0,-2131.0853575792444,-2446.3905736360684
-9999.0,-1869.9241185336016,-2167.6532904232217
-9999.0,-2182.126863856279,-2525.5886666381634
-9999.0,-1959.581051802226,-2582.9219219044076
-9999.0,-1610.8906340474562,-2582.039564990717
-9999.0,-1624.4785340880806,-2507.169508197976
-9999.0,-1589.2286773524859,-2153.8250512210448
-9999.0,-2329.9028941593906,-2471.922527641796
-9999.0,-1902.0014376094923,-2065.3238918405386
-9999.0,-2161.735785254574,-2314.570103530602
-9999.0,-1532.538314539574,-2011.196535039667
-9999.0,-1838.846973630968,-2108.886826125168
-9999.0,-2005.4433353708773,-2122.0032772916084
-9999.0,-2275.2027946144863,-2360.989357340966
-9999.0,-2315.8556535745224,-2255.080832036996
-9999.0,-1261.3275977453507,-1892.6327839778057
-9999.0,-2123.063178829003,-2277.230155665711
-9999.0,-683.7490090105233,-1823.9246000393086
-9999.0,-1043.5740913131874,-1907.3573382630043
-9999.0,-2184.600596406773,-2296.2969020148867
-9999.0,-2205.1818899327773,-2397.632183165097
-9999.0,-2194.7730667560404,-2340.3177231938475
-9999.0,-2134.099428893209,-2327.5269351645134
-9999.0,-1942.0927225066478,-2326.545664141796
-9999.0,-2027.1996243957883,-2252.9398405276766
-9999.0,-1894.5217050984938,-2195.4799189035393
-9999.0,-1591.758068633614,-2103.7846484236907
-9999.0,-1827.1012413224903,-2214.890693296092
-9999.0,-2090.806584151978,-2300.101874677904
-9999.0,-2300.1371227604964,-2197.812051123164
-9999.0,-1920.3255112390452,-2308.0263277563495
-9999.0,-1202.3883586365685,-1911.1392723994934
-9999.0,-1958.6675604252607,-2195.2643449716297
-9999.0,-1033.7884341100819,-1914.186740996207
-9999.0,-1418.3611278237006,-1927.322283176521
-9999.0,-1789.614722253655,-2074.3384591972394
-9999.0,-1534.9851482333054,-1934.9836531937192
-9999.0,-2086.9807732278473,-2238.3151551308697
-9999.0,-2028.2729961594132,-2215.1737712974373
-9999.0,-1751.2407448383044,-2037.2753940124915
-9999.0,-1198.4293201358287,-1889.8371693740912
-9999.0,-1565.7369692767727,-1929.4432547107504
-9999.0,-1866.5965153772445,-2130.296247488215
-9999.0,-2435.7951119322693,-2305.6003038745384
-9999.0,-2122.932309611383,-1999.0525831260063
-9999.0,-1923.0923192417722,-2171.154942946297
-9999.0,-1200.388867626927,-1941.4451943884685
-9999.0,-987.390863463191,-1872.8579118173843
-9999.0,-2287.40835580473,-2158.7361757810327
-9999.0,-2129.5428036635676,-1949.0958365962488
-9999.0,-1917.9804048517533,-2043.1755104652977
-9999.0,-1554.5957409040502,-1876.4739885138633
-9999.0,-1997.8705687936497,-2098.276045675949
-9999.0,-1567.9342537541916,-1897.8548255369951
-9999.0,-1731.6428680029412,-2067.9459807293224
-9999.0,-2006.646034232972,-2148.749554358593
-9999.0,-2083.169322989841,-2026.4760977394546
-9999.0,-2130.472276095175,-2132.6454414497753
-9999.0,-1029.1982080794571,-1822.0544904547742
-9999.0,-1560.9755967447884,-1911.5606471882495
-9999.0,-1446.3837058237266,-1886.8862395245922
-9999.0,-1963.4060396508103,-2020.6530704229529
-9999.0,-2179.550110783485,-2100.3546777664164
-9999.0,-1993.3370814393534,-2133.4836482868427
-9999.0,-2206.8675097766636,-2161.4490068954933
-9999.0,-1899.3763357732398,-2113.8063925823603
-9999.0,-1882.213246791089,-2080.5680790416336
-9999.0,-1455.6841218774528,-1868.2978440856064
-9999.0,-1472.3549912611998,-2030.314866290076
-9999.0,-1381.040130245149,-1955.96533846325
-9999.0,-1680.492688720336,-1959.8999838693765
-9999.0,-1257.2156390633786,-1889.758444279055
-9999.0,-1554.1001362430393,-1933.9851020664582
-9999.0,-1268.517329196872,-1911.5249894048438
-9999.0,-2201.4626081482884,-2018.80823626546
-9999.0,-2168.7874539105273,-1948.4014041086689
-9999.0,-2092.9015721607043,-2052.3304553135013
-9999.0,-1365.8611424231403,-1869.4862855913461
-9999.0,-999.9985509726826,-1820.9546307258383
-9999.0,-1525.9713495091833,-1875.381647362105
-9999.0,-1865.777841775595,-1936.667058855117
-9999.0,-2189.9216355816425,-1951.8123579240817
-9999.0,-2337.09881228672,-1991.732365159935
-9999.0,-2486.5351732773347,-2036.5205317387354
-9999.0,-2174.5938358493113,-1905.4181738099155
-9999.0,-2256.3563775746825,-1976.601118340943
-9999.0,-2441.401454035819,-2039.5919503518885
-9999.0,-2425.596600893328,-2090.696912374886
-9999.0,-1910.5460663143713,-1941.5970827562933
-9999.0,-1872.0932119189783,-1937.6326886368674
-9999.0,-2077.3662281517218,-2034.5195711314682
-9999.0,-2025.335327075088,-2071.9224074396984
-9999.0,-1798.459582130804,-1915.1685115409864
-9999.0,-1937.6370498162134,-1951.4188787103174
-9999.0,-1859.7368719996216,-1968.3154030249482
-9999.0,-1879.7441652512491,-1921.1317292904894
-9999.0,-2042.1589312294602,-1961.568376741711
-9999.0,-2189.9979534674385,-1940.6099600609584
-9999.0,-2141.5886832069746,-1986.6839036492688
-9999.0,-2465.593684744233,-2014.8444229455054
-9999.0,-2693.7190486027525,-2014.675010394372
-9999.0,-2355.5622776172604,-2017.4995544614872
-9999.0,-2497.031859271527,-2026.4266307386672
-9999.0,-2274.940624200087,-1952.2894759570368
-9999.0,-2117.0141222934044,-1961.837393768573
-9999.0,-2502.5979218845973,-1941.2217074226571
-9999.0,-2339.955927712964,-2061.2797456605667
-9999.0,-2572.4855423774384,-2050.602169548072
-9999.0,-1999.6406948812287,-1932.7562646090125
-9999.0,-1486.3235016232136,-1865.3500593833746
-9999.0,-2598.4657510969496,-2079.504967954162
-9999.0,-3013.8344325594962,-2036.742482649199
-9999.0,-2475.540951025406,-2057.879861615428
-9999.0,-2348.0092213263824,-2063.2724748674614
-9999.0,-2287.32008707052,-1989.5724747866777
-9999.0,-2123.587799295852,-1974.3413811887965
-9999.0,-2556.416361619957,-2014.7632494448771
-9999.0,-2591.270125732803,-2110.5608482297043
-9999.0,-2401.8822868481284,-1983.4479023434199
-9999.0,-2285.0270118150856,-1959.3259947604295
-9999.0,-2405.0006384567578,-2074.8030553632593
-9999.0,-1745.5729667879314,-1887.2799923093887
-9999.0,-1160.8431926835412,-1852.6386740296825
-9999.0,-2068.982927078729,-2022.9081779081635
-9999.0,-2280.8661550772117,-1998.5509749424907
-9999.0,-2552.257167987942,-1965.0634399963003
-9999.0,-2523.5268084882064,-2096.678550993247
-9999.0,-2418.492190801215,-1977.551017174853
-9999.0,-2325.099311877941,-2061.1276867403276
-9999.0,-2225.4392738573038,-1952.0116203211765
-9999.0,-2198.63977042937,-2015.2336946116905
-9999.0,-2641.773980428702,-2094.229533785136
-9999.0,-2393.5453474532906,-2027.7784712260925
-9999.0,-2011.6424115187913,-1932.4803637239252
-9999.0,-2237.9892171562456,-2059.6535677567563
-9999.0,-2360.243092930456,-2070.7073591968583
-9999.0,-2204.56054886809,-2069.8528425343748
-9999.0,-2348.0703081318343,-2034.6313914277496
-9999.0,-2480.2352135712317,-2010.7298811575217
-9999.0,-2562.3650687291743,-2138.39851611012
-9999.0,-2544.7315719373014,-2125.328493183018
-9999.0,-2646.9065446367003,-2151.893227621073
-9999.0,-2676.3843048000876,-2155.1146256471657
-9999.0,-2395.081731600774,-2031.7164648435241
-9999.0,-2321.8504390313515,-2015.6225710380334
-9999.0,-2397.5285288226733,-1980.8902386616953
-9999.0,-2233.649968955317,-2025.8456236512952
-9999.0,-2216.729179529859,-1977.128154161801
-9999.0,-2061.310102557064,-1954.09342756603
-9999.0,-2315.652474463391,-2000.9798049271228
-9999.0,-2621.9074084381746,-2144.601051989383
-9999.0,-2661.0853832184484,-2138.2018188363127
-9999.0,-2547.0616400989356,-2148.4761705356204
-9999.0,-2675.8400217669864,-2113.132812340659
-9999.0,-2381.1097448686032,-2110.7368177235817
-9999.0,-2474.324445533094,-1972.9440591284379
-9999.0,-2407.382210830174,-2128.926508364047
-9999.0,-2339.748227659318,-1998.2615140752823
-9999.0,-2128.156827807637,-2078.451329573216
-9999.0,-2173.528514328725,-2122.3794550978914
-9999.0,-2331.626159628073,-2103.005574879314
-9999.0,-2266.555129158931,-2148.8776937278367
-9999.0,-2184.688131748596,-2136.224347483831
-9999.0,-2163.4363424921107,-2103.8477816757863
-9999.0,-1545.2254094752593,-1904.2017234279572
-9999.0,-2005.6573794178987,-2145.886722980461
-9999.0,-1694.174611070858,-1916.5216909159083
-9999.0,-1409.6873593524713,-1860.7534301390604
-9999.0,-1486.7981714751693,-1872.7419446088468
-9999.0,-1730.687843486323,-1924.1029329535618
-9999.0,-2071.175899946556,-1997.4341432672213
-9999.0,-2231.8874313938627,-2100.612084747376
-9999.0,-2067.5744523072008,-2169.6011225998805
-9999.0,-2314.226399167912,-2097.0523874216724
-9999.0,-1918.0079951279747,-2085.070138771667
-9999.0,-1960.6061634985547,-2108.485554555982
-9999.0,-1906.0211631332627,-2213.7716824229346
-9999.0,-1942.155136523886,-2208.9294899669917
-9999.0,-2053.9279688094707,-2057.8787992836283
-9999.0,-2022.5520406871065,-2180.62967247055
-9999.0,-1906.1212169163875,-2231.4321817372047
-9999.0,-2149.3111905136457,-2225.3980857649744
-9999.0,-1802.235413421527,-1965.160085717532
-9999.0,-2003.8965057132389,-2006.2419077745276
-9999.0,-1918.3449431988954,-2258.36019206111
-9999.0,-2066.279583814556,-2264.418841022376
-9999.0,-1809.5258188791129,-2298.3734793057124
-9999.0,-1915.3853600765437,-2301.002534239738
-9999.0,-2239.458698618438,-2245.475272397599
-9999.0,-2234.428729352357,-2290.9322292289667
-9999.0,-1576.4947369489282,-1961.6034558990832
-9999.0,-1782.1456300221917,-2093.6791789200165
-9999.0,-1996.7141671875743,-2232.5844898373302
-9999.0,-2155.0538981359155,-2091.3619668109695
-9999.0,-2118.64009035829,-2322.6273161947142
-9999.0,-1444.5611656119668,-1898.9886312457993
-9999.0,-2027.9297021304362,-2207.989953575578
-9999.0,-1923.468657597726,-2321.739633005755
-9999.0,-2201.6945341133255,-2273.049654854692
-9999.0,-2250.001064922401,-2354.3168889920385
-9999.0,-2241.1548758313497,-2344.3525207566677
-9999.0,-2201.051526922033,-2312.3510810958214
-9999.0,-2000.3333965449908,-2205.656546786142
-9999.0,-2217.2003961148903,-2388.1553234527664
-9999.0,-2014.4510498973743,-2361.6475813639645
-9999.0,-2276.8432107334884,-2054.814743701787
-9999.0,-1971.6375249160585,-2248.4416099814543
-9999.0,-2067.9874747789695,-2141.745244591266
-9999.0,-2083.4443590181345,-1939.3693582343608
-9999.0,-1487.8176815415156,-1892.2147947346864
-9999.0,-1583.3897172684112,-1922.2067809621703
-9999.0,-2413.9710687500165,-2057.145556782923
-9999.0,-2266.035560341093,-2121.351077620835
-9999.0,-2004.0669436988483,-2414.3869350863656
-9999.0,-2040.8765029459676,-2390.569836204782
-9999.0,-2282.907432611524,-2412.4585781102874
-9999.0,-1641.0662652084634,-1913.6378990920236
-9999.0,-1613.9395064864136,-1965.0014669003397
-9999.0,-2247.5235056469787,-2102.464017495136
-9999.0,-2068.624968522314,-2054.5803482958704
-9999.0,-2149.1617703011793,-2386.423773488521
-9999.0,-2085.0811434303246,-2292.7533596383623
-9999.0,-2052.0490337980277,-2464.4899563477466
-9999.0,-2176.3159178604733,-2554.041714671362
-9999.0,-2252.6478569491296,-2535.1758696358575
-9999.0,-2159.0818944227444,-2386.9636943300957
-9999.0,-2178.2563233912615,-2537.6526806315296
-9999.0,-2273.167253849482,-2539.719775240486
-9999.0,-2341.8247971098413,-2557.1332411634867
-9999.0,-2347.6530223199525,-2296.158907254321
-9999.0,-2268.3558213089086,-2326.621205265799
-9999.0,-2389.876921983259,-2591.013218359019
-9999.0,-2300.287591943013,-2605.4484763925957
