OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Microplastics Measurement (density),Unit,Density Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Latitude,Longitude,Date,x,y
6143,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,27.0900,-115.6100,10/15/2001,-12869646.331,3134720.567
6140,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.1000,-117.1800,10/13/2001,-13044417.931,3388379.961
6141,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,28.5400,-116.0900,10/14/2001,-12923079.686,3317227.608
10489,Pacific Ocean,,,Manta net,1.203000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2103,-130.2450,8/5/2009,-14498807.078,3790947.537
10488,Pacific Ocean,,,Manta net,0.106000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2225,-129.1759,8/5/2009,-14379795.411,3792552.777
10487,Pacific Ocean,,,Manta net,0.270000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2454,-128.3595,8/5/2009,-14288914.178,3795566.472
10486,Pacific Ocean,,,Manta net,0.159000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2584,-127.3653,8/4/2009,-14178240.341,3797277.642
10606,Pacific Ocean,,,Manta net,3.613000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2645,-136.1706,10/23/2010,-15158441.853,3798080.66
10485,Pacific Ocean,,,Manta net,0.095000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.2885,-126.2803,8/4/2009,-14057458.693,3801240.598
10484,Pacific Ocean,,,Manta net,0.074000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.3087,-125.2308,8/4/2009,-13940628.888,3803900.861
10496,Pacific Ocean,,,Manta net,0.349000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0683,-137.2199,8/7/2009,-15275249.395,3772279.406
10495,Pacific Ocean,,,Manta net,1.137000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0809,-136.3499,8/7/2009,-15178401.438,3773934.7
10494,Pacific Ocean,,,Manta net,3.907000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.1014,-135.4803,8/6/2009,-15081598.009,3776628.325
10493,Pacific Ocean,,,Manta net,19.953000,pieces/m3,>=10,Very High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.1206,-134.2315,8/6/2009,-14942582.228,3779151.683
10491,Pacific Ocean,,,Manta net,0.837000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.1733,-132.3321,8/6/2009,-14731141.988,3786080.504
10492,Pacific Ocean,,,Manta net,0.209000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.1439,-133.1823,8/6/2009,-14825785.819,3782214.596
10490,Pacific Ocean,,,Manta net,0.165000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.1763,-131.4177,8/5/2009,-14629351.445,3786475.055
10501,Pacific Ocean,,,Manta net,0.767000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0564,-137.9218,8/8/2009,-15353384.545,3770716.283
10504,Pacific Ocean,,,Manta net,1.303000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0578,-137.9188,8/8/2009,-15353050.587,3770900.169
10502,Pacific Ocean,,,Manta net,2.317000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0508,-137.9166,8/8/2009,-15352805.684,3769980.765
10505,Pacific Ocean,,,Manta net,2.512000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0641,-137.9139,8/8/2009,-15352505.121,3771727.692
10503,Pacific Ocean,,,Manta net,2.611000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0565,-137.9100,8/8/2009,-15352070.975,3770729.417
10497,Pacific Ocean,,,Manta net,3.381000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0517,-137.7057,8/7/2009,-15329328.403,3770098.97
10605,Pacific Ocean,,,Manta net,0.479000,pieces/m3,0.005-1,Medium,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,31.9040,-137.2726,10/23/2010,-15281115.932,3750715.722
10604,Pacific Ocean,,,Manta net,2.215000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,31.0720,-139.3982,10/23/2010,-15517736.641,3642103.248
10508,Pacific Ocean,,,Manta net,2.015000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0189,-139.4603,8/8/2009,-15524649.582,3765791.802
10507,Pacific Ocean,,,Manta net,2.497000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0242,-138.9792,8/8/2009,-15471093.775,3766487.673
10506,Pacific Ocean,,,Manta net,3.602000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0291,-138.5077,8/8/2009,-15418606.635,3767131.061
10499,Pacific Ocean,,,Manta net,2.311000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0390,-137.9334,8/7/2009,-15354675.851,3768431.073
10498,Pacific Ocean,,,Manta net,2.405000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0429,-137.9278,8/7/2009,-15354052.462,3768943.237
10500,Pacific Ocean,,,Manta net,1.201000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,32.0494,-137.9246,8/8/2009,-15353696.24,3769796.893
7960,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,10/5/2010,-15574709.957,3422823.561
7860,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,10/19/2009,-15574709.957,3422823.561
7260,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,12/18/2006,-15574709.957,3422823.561
7760,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,5/13/2009,-15574709.957,3422823.561
6860,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,1/5/2005,-15574709.957,3422823.561
7160,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,5/12/2006,-15574709.957,3422823.561
6760,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,8/15/2004,-15574709.957,3422823.561
7660,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,12/16/2008,-15574709.957,3422823.561
7060,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,11/12/2005,-15574709.957,3422823.561
6560,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,10/24/2003,-15574709.957,3422823.561
7560,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,7/7/2008,-15574709.957,3422823.561
7460,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,3/15/2008,-15574709.957,3422823.561
7360,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,7/24/2007,-15574709.957,3422823.561
6960,Pacific Ocean,,,Neuston net,0.000000,pieces/m3,0-0.0005,Very Low,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,29.3700,-139.9100,5/18/2005,-15574709.957,3422823.561
10528,Pacific Ocean,,,Manta net,12.913000,pieces/m3,>=10,Very High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,35.6168,-139.9762,8/11/2009,-15582079.307,4248020.946
10529,Pacific Ocean,,,Manta net,8.150000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,35.7164,-139.9999,8/11/2009,-15584717.579,4261668.29
10532,Pacific Ocean,,,Manta net,1.894000,pieces/m3,1-10,High,Goldstein et al.2013,"Goldstein, M.C., A.J. Titmus, M. Ford. 2013. Scales of Spatial Heterogeneity of Plastic Marine Debris in the Northeast Pacific Ocean. PLoS ONE 8(11): e80020.",https://doi.org/10.1371/journal.pone.0080020,Scripps Institution of Oceanography-University of California San Diego,Great Pacific Garbage Patch/SEAPLEX,253448,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0253448,35.9849,-139.9826,8/11/2009,-15582791.752,4298543.834
